States,date,Total positive,Total negaitive,Total test,Total Deaths,votes_dem,votes_gop,Party Score
Idaho,Aug,11621.0,65282.0,75818.0,8590,189677.0,407199.0,0.4658091007099723
Idaho,Jul,14494.0,75313.0,89121.0,3800,189677.0,407199.0,0.4658091007099723
Idaho,Jun,2913.0,39693.0,42327.0,2628,189677.0,407199.0,0.4658091007099723
Idaho,Mar,415.0,5204.0,5619.0,34,189677.0,407199.0,0.4658091007099723
Idaho,May,855.0,16996.0,17743.0,2266,189677.0,407199.0,0.4658091007099723
Idaho,Oct,12356.0,38605.0,48676.0,10157,189677.0,407199.0,0.4658091007099723
Idaho,Sep,9567.0,44861.0,53004.0,12732,189677.0,407199.0,0.4658091007099723
Illinois,Apr,46924.0,187718.0,234642.0,32642,2977498.0,2118179.0,1.4056876213011271
Illinois,Aug,56607.0,1308407.0,1365014.0,247518,2977498.0,2118179.0,1.4056876213011271
Illinois,Feb,0.0,0.0,0.0,0,2977498.0,2118179.0,1.4056876213011271
Illinois,Jan,0.0,0.0,0.0,0,2977498.0,2118179.0,1.4056876213011271
Illinois,Jul,35880.0,1060951.0,1096831.0,230706,2977498.0,2118179.0,1.4056876213011271
Illinois,Jun,23978.0,681781.0,705759.0,195076,2977498.0,2118179.0,1.4056876213011271
Illinois,Mar,5990.0,29107.0,35097.0,450,2977498.0,2118179.0,1.4056876213011271
Illinois,May,67342.0,561050.0,628392.0,125228,2977498.0,2118179.0,1.4056876213011271
Illinois,Oct,58699.0,1200891.0,1259590.0,184982,2977498.0,2118179.0,1.4056876213011271
Illinois,Sep,59038.0,1502410.0,1561448.0,258320,2977498.0,2118179.0,1.4056876213011271
Indiana,Apr,15676.0,65949.0,103033.0,16218,1031953.0,1556220.0,0.6631151122591922
Indiana,Aug,28042.0,301522.0,533067.0,97177,1031953.0,1556220.0,0.6631151122591922
Indiana,Jul,20560.0,242627.0,379812.0,86855,1031953.0,1556220.0,0.6631151122591922
Indiana,Jun,11020.0,211630.0,280118.0,73069,1031953.0,1556220.0,0.6631151122591922
Indiana,Mar,2159.0,11214.0,24323.0,313,1031953.0,1556220.0,0.6631151122591922
Indiana,May,16739.0,149809.0,208962.0,52744,1031953.0,1556220.0,0.6631151122591922
Indiana,Oct,30645.0,161855.0,418144.0,75864,1031953.0,1556220.0,0.6631151122591922
Indiana,Sep,25823.0,277080.0,603930.0,103916,1031953.0,1556220.0,0.6631151122591922
Iowa,Apr,6648.0,28634.0,35282.0,1947,650790.0,798923.0,0.8145841338902498
Iowa,Aug,18746.0,127714.0,146460.0,30669,650790.0,798923.0,0.8145841338902498
Iowa,Jul,15575.0,154649.0,170224.0,24212,650790.0,798923.0,0.8145841338902498
Iowa,Jun,9455.0,138437.0,147892.0,19631,650790.0,798923.0,0.8145841338902498
Iowa,Mar,497.0,6873.0,7370.0,26,650790.0,798923.0,0.8145841338902498
Iowa,May,12407.0,101222.0,113629.0,10769,650790.0,798923.0,0.8145841338902498
Iowa,Oct,17415.0,55436.0,72851.0,29253,650790.0,798923.0,0.8145841338902498
Iowa,Sep,22268.0,121727.0,143995.0,37216,650790.0,798923.0,0.8145841338902498
Kansas,Apr,3810.0,22392.0,26202.0,2241,414788.0,656009.0,0.6322901057759879
Kansas,Aug,14800.0,105942.0,120742.0,12644,414788.0,656009.0,0.6322901057759879
Kansas,Jul,13369.0,102413.0,115782.0,9654,414788.0,656009.0,0.6322901057759879
Kansas,Jun,4724.0,77052.0,81776.0,7457,414788.0,656009.0,0.6322901057759879
Kansas,Mar,428.0,4992.0,5420.0,60,414788.0,656009.0,0.6322901057759879
Kansas,May,5481.0,57842.0,63323.0,5676,414788.0,656009.0,0.6322901057759879
Kansas,Oct,13219.0,63725.0,76944.0,15540,414788.0,656009.0,0.6322901057759879
Kansas,Sep,17137.0,91064.0,108201.0,16808,414788.0,656009.0,0.6322901057759879
Kentucky,Apr,4059.0,43232.0,47291.0,3889,628834.0,1202942.0,0.5227467325939239
Kentucky,Aug,18245.0,215252.0,231060.0,26308,628834.0,1202942.0,0.5227467325939239
Kentucky,Jul,14527.0,202362.0,215676.0,20877,628834.0,1202942.0,0.5227467325939239
Kentucky,Jun,5920.0,151261.0,156814.0,15726,628834.0,1202942.0,0.5227467325939239
Kentucky,Mar,480.0,6323.0,6803.0,84,628834.0,1202942.0,0.5227467325939239
Kentucky,May,5165.0,154487.0,159485.0,10848,628834.0,1202942.0,0.5227467325939239
Kentucky,Oct,20704.0,315015.0,330910.0,25997,628834.0,1202942.0,0.5227467325939239
Kentucky,Sep,20444.0,542845.0,558851.0,33249,628834.0,1202942.0,0.5227467325939239
Louisiana,Apr,22764.0,99578.0,122342.0,32872,779535.0,1178004.0,0.6617422351706785
Louisiana,Aug,32614.0,498633.0,531247.0,139101,779535.0,1178004.0,0.6617422351706785
Louisiana,Jul,58185.0,555547.0,613732.0,109304,779535.0,1178004.0,0.6617422351706785
Louisiana,Jun,18179.0,335223.0,353402.0,91082,779535.0,1178004.0,0.6617422351706785
Louisiana,Mar,5237.0,33725.0,38962.0,1137,779535.0,1178004.0,0.6617422351706785
Louisiana,May,11915.0,201885.0,213800.0,75798,779535.0,1178004.0,0.6617422351706785
Louisiana,Oct,12311.0,285542.0,297853.0,112994,779535.0,1178004.0,0.6617422351706785
Louisiana,Sep,18564.0,426550.0,445114.0,157941,779535.0,1178004.0,0.6617422351706785
Maine,Apr,792.0,13458.0,14250.0,843,354873.0,334838.0,1.0598349052377567
Maine,Aug,614.0,95154.0,95768.0,3951,354873.0,334838.0,1.0598349052377567
Maine,Jul,659.0,71556.0,72215.0,3546,354873.0,334838.0,1.0598349052377567
Maine,Jun,928.0,44415.0,45343.0,3010,354873.0,334838.0,1.0598349052377567
Maine,Mar,303.0,6046.0,6349.0,13,354873.0,334838.0,1.0598349052377567
Maine,May,1230.0,27738.0,28968.0,2180,354873.0,334838.0,1.0598349052377567
Maine,Oct,598.0,118396.0,118994.0,2867,354873.0,334838.0,1.0598349052377567
Maine,Sep,865.0,171300.0,172165.0,4108,354873.0,334838.0,1.0598349052377567
Maryland,Apr,20082.0,77749.0,103067.0,13760,1497951.0,873646.0,1.714597216721647
Maryland,Aug,19903.0,399759.0,729623.0,112721,1497951.0,873646.0,1.714597216721647
Maryland,Jul,20787.0,354549.0,562204.0,103834,1497951.0,873646.0,1.714597216721647
Maryland,Jun,14781.0,219193.0,303883.0,88044,1497951.0,873646.0,1.714597216721647
Maryland,Mar,1660.0,14851.0,15258.0,84,1497951.0,873646.0,1.714597216721647
Maryland,May,31036.0,156486.0,224811.0,59244,1497951.0,873646.0,1.714597216721647
Maryland,Oct,12019.0,194879.0,515886.0,79939,1497951.0,873646.0,1.714597216721647
Maryland,Sep,16476.0,270678.0,667067.0,115669,1497951.0,873646.0,1.714597216721647
Massachusetts,Apr,55684.0,173002.0,289737.0,42952,1964768.0,1083069.0,1.8140746342107474
Massachusetts,Aug,10921.0,543166.0,801930.0,273880,1964768.0,1083069.0,1.8140746342107474
Massachusetts,Feb,0.0,0.0,15.0,0,1964768.0,1083069.0,1.8140746342107474
Massachusetts,Jul,8730.0,331559.0,498946.0,259483,1964768.0,1083069.0,1.8140746342107474
Massachusetts,Jun,11917.0,243371.0,354116.0,228975,1964768.0,1083069.0,1.8140746342107474
Massachusetts,Mar,6521.0,40440.0,63975.0,340,1964768.0,1083069.0,1.8140746342107474
Massachusetts,May,34760.0,282446.0,395703.0,170827,1964768.0,1083069.0,1.8140746342107474
Massachusetts,Oct,13348.0,302781.0,1255424.0,192184,1964768.0,1083069.0,1.8140746342107474
Massachusetts,Sep,3583.0,490465.0,1646191.0,277353,1964768.0,1083069.0,1.8140746342107474
Michigan,Apr,28851.0,142610.0,171461.0,59519,2268193.0,2279805.0,0.9949065819225767
Michigan,Aug,22451.0,897533.0,919984.0,204451,2268193.0,2279805.0,0.9949065819225767
Michigan,Jul,19846.0,779544.0,799390.0,196370,2268193.0,2279805.0,0.9949065819225767
